,Sensor Description,Sensor Number,Duration,Plot,Data Collection,Data Available,ID,Station,Elev (feet),Latitude,Longitude,County,River Basin,Sensor,PE Code,Description,Units
7953,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/20/2010 to present,LSW,LAKE SONOMA WEATHER,224,38.7161,-122.9967,SONOMA,RUSSIAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7954,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),DATA XCHG-NWS,10/10/2018 to present,LOK,LOCKWOOD VALLEY ROAD,5150,34.733891,-119.100555,VENTURA,SANTA CLARA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7955,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,05/14/2007 to 02/10/2021,RSV,ROSEVILLE FIRE STATION,150,38.76,-121.315,PLACER,AMERICAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7956,"ATMOSPHERIC PRESSURE, INCHES",17,(daily),(BAR PRE),SATELLITE,06/26/2019 to 07/01/2019,RSV,ROSEVILLE FIRE STATION,150,38.76,-121.315,PLACER,AMERICAN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7957,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),MICROWAVE,01/09/1985 to 03/11/1999,VNI,SAN JOAQUIN RIVER AT VENICE ISLAND,0,38.050179,-121.496696,SAN JOAQUIN,SAN JOAQUIN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7958,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),DATA XCHG-NWS,11/08/2018 to present,SNG,SANDBERG,4510,34.74361,-118.724167,LOS ANGELES,MOJAVE DESERT,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7959,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,11/25/2019 to 11/27/2019,X01,SHASTA BALLY,6176,40.602,-122.651,SHASTA,SACRAMENTO R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7960,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,06/24/2019 to present,SWX,SONORA WEATHER STATION,2221,37.961455,-120.324102,TUOLUMNE,TUOLUMNE R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7961,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,12/09/2014 to present,SCG,STONY CK NR GRIZZLY FLAT (CO RD 200A),496,39.73181,-122.413997,GLENN,STONY CR,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7962,"ATMOSPHERIC PRESSURE, INCHES",17,(hourly),(BAR PRE),SATELLITE,11/25/2014 to present,SUW,STONY CREEK NR SUWANNA RANCH (CO RD 410),890,39.484825,-122.514133,GLENN,STONY CR,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7963,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,01/20/2010 to present,SCW,SUCCESS WEATHER,590,36.05,-118.9139,TULARE,TULE R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7964,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),DATA XCHG-NWS,10/10/2018 to present,SYC,SYCAMORE CANYON,4800,34.583,-119.076,VENTURA,SANTA CLARA R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7965,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),SATELLITE,05/18/2017 to present,UCM,UC MERCED WEATHER STATION,270,37.36911,-120.42013,MERCED,SAN JOAQUIN R,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7966,"ATMOSPHERIC PRESSURE, INCHES",17,(event),(BAR PRE),DATA XCHG-NWS,07/24/1997 to 09/19/2014,WLD,WOODLAND,70,38.688,-121.795,YOLO,SACTO VLY WEST,BAR PRE,PAIZZZZ,ATMOSPHERIC PRESSURE,INCHES
7967,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,ADM,ADIN MOUNTAIN,6200,41.237,-120.792,MODOC,PIT R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7968,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),DATA XCHG-NRCS,11/26/2001 to present,ADM,ADIN MOUNTAIN,6200,41.237,-120.792,MODOC,PIT R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7969,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2006 to present,AGP,AGNEW PASS,9450,37.72663,-119.14173,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7970,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,07/24/2020 to present,AGP,AGNEW PASS,9450,37.72663,-119.14173,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7971,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,08/02/2006 to present,AGP,AGNEW PASS,9450,37.72663,-119.14173,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7972,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1930 to present,AGP,AGNEW PASS,9450,37.72663,-119.14173,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7973,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,BCH,BEACH MEADOWS,7650,36.126095,-118.293457,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7974,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,05/11/2022 to present,BCH,BEACH MEADOWS,7650,36.126095,-118.293457,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7975,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,10/14/2003 to present,BCH,BEACH MEADOWS,7650,36.126095,-118.293457,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7976,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,01/01/2011 to present,BFL,BIG FLAT,5100,41.08,-122.942,TRINITY,TRINITY R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7977,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,08/31/2007 to present,BFL,BIG FLAT,5100,41.08,-122.942,TRINITY,TRINITY R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7978,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,11/01/2005 to present,BIM,BIG MEADOWS (DWR),7600,36.715366,-118.84343,TULARE,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7979,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,09/05/2018 to present,BIM,BIG MEADOWS (DWR),7600,36.715366,-118.84343,TULARE,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7980,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,11/04/2005 to present,BIM,BIG MEADOWS (DWR),7600,36.715366,-118.84343,TULARE,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7981,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,BGP,BIG PINE CREEK,9800,37.12782,-118.47697,INYO,OWENS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7982,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,06/25/2020 to present,BGP,BIG PINE CREEK,9800,37.12782,-118.47697,INYO,OWENS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7983,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,10/04/2004 to present,BGP,BIG PINE CREEK,9800,37.12782,-118.47697,INYO,OWENS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7984,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,11/01/2005 to present,BSH,BISHOP PASS,11200,37.1,-118.557,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7985,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,09/11/2019 to present,BSH,BISHOP PASS,11200,37.1,-118.557,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7986,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,10/03/2005 to present,BSH,BISHOP PASS,11200,37.1,-118.557,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7987,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1930 to present,BSH,BISHOP PASS,11200,37.1,-118.557,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7988,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,01/01/2011 to present,BLS,BLACK SPRINGS,6500,38.375,-120.192,CALAVERAS,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7989,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,07/02/2008 to present,BLS,BLACK SPRINGS,6500,38.375,-120.192,CALAVERAS,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7990,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1971 to present,BLS,BLACK SPRINGS,6500,38.375,-120.192,CALAVERAS,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7991,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,BCB,BLACKCAP BASIN,10300,37.06668,-118.77301,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7992,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,08/08/2019 to present,BCB,BLACKCAP BASIN,10300,37.06668,-118.77301,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7993,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,10/14/2003 to present,BCB,BLACKCAP BASIN,10300,37.06668,-118.77301,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7994,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1930 to present,BCB,BLACKCAP BASIN,10300,37.06668,-118.77301,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7995,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,BLA,BLACKS MOUNTAIN,7050,40.769836,-121.199722,LASSEN,PIT R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7996,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,07/14/2004 to present,BLA,BLACKS MOUNTAIN,7050,40.769836,-121.199722,LASSEN,PIT R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7997,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,BLD,BLOODS CREEK,7200,38.45,-120.033,ALPINE,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7998,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,09/24/2004 to present,BLD,BLOODS CREEK,7200,38.45,-120.033,ALPINE,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
7999,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,01/01/1978 to present,BLD,BLOODS CREEK,7200,38.45,-120.033,ALPINE,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8000,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,BLC,BLUE CANYON,5280,39.28011,-120.70871,PLACER,AMERICAN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8001,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,01/01/2004 to present,BLC,BLUE CANYON,5280,39.28011,-120.70871,PLACER,AMERICAN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8002,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,BLK,BLUE LAKES,8000,38.613,-119.931,ALPINE,MOKELUMNE R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8003,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),DATA XCHG-NRCS,11/26/2001 to present,BLK,BLUE LAKES,8000,38.613,-119.931,ALPINE,MOKELUMNE R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8004,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1918 to present,BLK,BLUE LAKES,8000,38.613,-119.931,ALPINE,MOKELUMNE R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8005,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,01/01/2011 to present,BNK,BONANZA KING,6450,41.083,-122.628,TRINITY,TRINITY R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8006,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,08/29/2008 to present,BNK,BONANZA KING,6450,41.083,-122.628,TRINITY,TRINITY R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8007,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,01/26/2005 to present,BSK,BURNSIDE LAKE,8129,38.7194,-119.8942,ALPINE,CARSON R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8008,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),DATA XCHG-NRCS,01/25/2005 to present,BSK,BURNSIDE LAKE,8129,38.7194,-119.8942,ALPINE,CARSON R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8009,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,CAP,CAPLES LAKE,8000,38.71,-120.042,ALPINE,AMERICAN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8010,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,09/08/2019 to present,CAP,CAPLES LAKE,8000,38.71,-120.042,ALPINE,AMERICAN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8011,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,09/23/1998 to present,CAP,CAPLES LAKE,8000,38.71,-120.042,ALPINE,AMERICAN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8012,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1939 to present,CAP,CAPLES LAKE,8000,38.71,-120.042,ALPINE,AMERICAN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8013,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,01/26/2005 to present,CXS,CARSON PASS,8353,38.6924,-120.0021,ALPINE,AMERICAN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8014,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),DATA XCHG-NRCS,01/25/2005 to present,CXS,CARSON PASS,8353,38.6924,-120.0021,ALPINE,AMERICAN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8015,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,CSV,CASA VIEJA MEADOWS,8300,36.1981,-118.26768,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8016,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,08/20/2004 to present,CSV,CASA VIEJA MEADOWS,8300,36.1981,-118.26768,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8017,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1930 to present,CSV,CASA VIEJA MEADOWS,8300,36.1981,-118.26768,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8018,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1930 to present,CDP,CEDAR PASS,7100,41.583,-120.303,MODOC,PIT R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8019,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,11/01/2005 to present,CHP,CHAGOOPA PLATEAU,10300,36.497143,-118.446716,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8020,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,10/07/2005 to present,CHP,CHAGOOPA PLATEAU,10300,36.497143,-118.446716,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8021,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,CRL,CHARLOTTE LAKE,10400,36.77752,-118.42601,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8022,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,06/01/2018 to present,CRL,CHARLOTTE LAKE,10400,36.77752,-118.42601,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8023,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,10/15/2004 to present,CRL,CHARLOTTE LAKE,10400,36.77752,-118.42601,FRESNO,KINGS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8024,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,03/07/2019 to present,CVM,CHERRY VALLEY MET STATION,4770,37.97466,-119.916,TUOLUMNE,TUOLUMNE R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8025,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2006 to present,CHM,CHILKOOT MEADOW,7150,37.41,-119.49,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8026,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,08/11/2006 to present,CHM,CHILKOOT MEADOW,7150,37.41,-119.49,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8027,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1930 to present,CHM,CHILKOOT MEADOW,7150,37.41,-119.49,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8028,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,CWD,COTTONWOOD LAKES,10150,36.483826,-118.177551,INYO,OWENS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8029,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,09/05/2018 to present,CWD,COTTONWOOD LAKES,10150,36.483826,-118.177551,INYO,OWENS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8030,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,09/30/2003 to present,CWD,COTTONWOOD LAKES,10150,36.483826,-118.177551,INYO,OWENS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8031,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,CBT,CRABTREE MEADOW,10700,36.563683,-118.347946,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8032,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,06/01/2018 to present,CBT,CRABTREE MEADOW,10700,36.563683,-118.347946,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8033,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,10/18/2004 to present,CBT,CRABTREE MEADOW,10700,36.563683,-118.347946,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8034,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,04/01/1949 to present,CBT,CRABTREE MEADOW,10700,36.563683,-118.347946,TULARE,KERN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8035,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,10/24/2007 to 11/29/2006,CFL,CRANE FLAT LOOKOUT,5957,37.75,-119.8,MARIPOSA,MERCED R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8036,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,01/26/2005 to present,CWF,CROWDER FLAT,5100,41.8934,-120.7519,MODOC,KLAMATH R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8037,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),DATA XCHG-NRCS,01/25/2005 to present,CWF,CROWDER FLAT,5100,41.8934,-120.7519,MODOC,KLAMATH R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8038,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,DAN,DANA MEADOWS,9800,37.897,-119.257,TUOLUMNE,TUOLUMNE R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8039,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),SATELLITE,09/11/2002 to present,DAN,DANA MEADOWS,9800,37.897,-119.257,TUOLUMNE,TUOLUMNE R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8040,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,01/01/1926 to present,DAN,DANA MEADOWS,9800,37.897,-119.257,TUOLUMNE,TUOLUMNE R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8041,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,11/01/2005 to present,DDM,DEADMAN CREEK,9250,38.331596,-119.654114,TUOLUMNE,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8042,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,09/17/2018 to present,DDM,DEADMAN CREEK,9250,38.331596,-119.654114,TUOLUMNE,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8043,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,09/03/2005 to present,DDM,DEADMAN CREEK,9250,38.331596,-119.654114,TUOLUMNE,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8044,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,02/01/1960 to present,DDM,DEADMAN CREEK,9250,38.331596,-119.654114,TUOLUMNE,STANISLAUS R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8045,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2007 to present,DPO,DEVILS POSTPILE,7569,37.62941,-119.08467,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8046,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,07/30/2018 to present,DPO,DEVILS POSTPILE,7569,37.62941,-119.08467,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8047,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,08/04/2006 to present,DPO,DEVILS POSTPILE,7569,37.62941,-119.08467,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8048,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,02/01/2013 to present,DPO,DEVILS POSTPILE,7569,37.62941,-119.08467,MADERA,SAN JOAQUIN R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8049,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,EBB,EBBETTS PASS,8700,38.561,-119.808,ALPINE,CARSON R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8050,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),DATA XCHG-NRCS,11/26/2001 to present,EBB,EBBETTS PASS,8700,38.561,-119.808,ALPINE,CARSON R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8051,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,01/01/1975 to 12/31/1990,EBB,EBBETTS PASS,8700,38.561,-119.808,ALPINE,CARSON R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8052,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,EP5,ECHO PEAK 5,7800,38.849,-120.079,EL DORADO,LAKE TAHOE,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8053,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),DATA XCHG-NRCS,12/10/2003 to present,EP5,ECHO PEAK 5,7800,38.849,-120.079,EL DORADO,LAKE TAHOE,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8054,"SNOW DEPTH, INCHES",18,(monthly),(SNOW DP),MANUAL ENTRY,03/01/1974 to 12/31/1989,EP5,ECHO PEAK 5,7800,38.849,-120.079,EL DORADO,LAKE TAHOE,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8055,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),FROM 15-MINUTE DATA,11/21/2002 to present,ERY,ELLERY LAKE,9645,37.934967,-119.232201,MONO,MONO LAKE,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8056,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to 09/30/2010,ERY,ELLERY LAKE,9645,37.934967,-119.232201,MONO,MONO LAKE,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8057,"SNOW DEPTH, INCHES",18,(event),(SNOW DP),SATELLITE,05/26/2022 to 09/30/2010,ERY,ELLERY LAKE,9645,37.934967,-119.232201,MONO,MONO LAKE,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8058,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,FLL,FALLEN LEAF LAKE,6250,38.932,-120.056,EL DORADO,LAKE TAHOE,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8059,"SNOW DEPTH, INCHES",18,(hourly),(SNOW DP),DATA XCHG-NRCS,11/27/2001 to present,FLL,FALLEN LEAF LAKE,6250,38.932,-120.056,EL DORADO,LAKE TAHOE,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
8060,"SNOW DEPTH, INCHES",18,(daily),(SNOW DP),COMPUTED,10/01/2004 to present,FRW,FAREWELL GAP,9500,36.415089,-118.578903,TULARE,KAWEAH R,SNOW DP,SDIZZZZ,SNOW DEPTH,INCHES
